Altium Designer Pick and Place Locations
C:\sandbox\github\foxBMS\hardware\hw-master\v1.0.6-2\Sources\..\Assembly default\Pick Place\Pick Place for master(default).txt

========================================================================================================================
File Design Information:

Date:       11/01/20
Time:       09:44
Revision:   458e69da68d0267e2b119ce4528c29b51609993c
Variant:    default
Units used: mil

Designator Comment                         Layer       Footprint                    Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                           
C49.1      GRM32DC72A475KE01L              TopLayer    1210C                        4250.342      3191.815      270      "CAP, CERM, 4.7 uF, 100 V, +/- 10%, X7S, 1210"                                                                                                        
L15_2      PA4332.222NLT                   TopLayer    PA4332                       525.289       1753.082      270      Imported                                                                                                                                              
L15_1      PA4332.222NLT                   TopLayer    PA4332                       4922.106      2410.974      270      Imported                                                                                                                                              
L5         SDR0403-4R7ML                   TopLayer    SDR0403                      2315.106      3132.378      270      4.7uH                                                                                                                                                 
U19        TPS26630RGET                    TopLayer    RGE0024H                     2460.134      3707.328      270      Imported                                                                                                                                              
U35        PSM712-LF-T7                    TopLayer    PRKT-SOT23-3_V               5102.362      4031.496      180      "TVS Array - Asymmetrical Data Line Protector, 600 W, 7.5 V, -55 to 150 degC, 3-Pin SOT23, RoHS, Tape and Reel"                                       
R64        0R                              TopLayer    0402R                        2303.441      3657.061      360      "SMD Resistor 0R 0402"                                                                                                                                
R63        26.1k                           TopLayer    0402R                        2303.250      3692.760      360      "SMD Resistor 26.1k 0402"                                                                                                                             
R67        30k                             TopLayer    0402R                        2355.462      3559.747      90       "SMD Resistor 30k 0402"                                                                                                                               
R68        56k                             TopLayer    0402R                        2391.809      3559.747      90       "SMD Resistor 49.9k 0402"                                                                                                                             
R65        49k9                            TopLayer    0402R                        2303.441      3780.012      360      "SMD Resistor 49.9k 0402"                                                                                                                             
R69        49k9                            TopLayer    0402R                        2470.630      3578.784      360      "SMD Resistor 49.9k 0402"                                                                                                                             
R66        374k                            TopLayer    0402R                        2303.441      3815.327      360      "SMD Resistor 374k 0402"                                                                                                                              
R122       10R                             TopLayer    0603R                        5220.922      3326.142      270      "SMD Resistor 10R 0603"                                                                                                                               
R121       10R                             TopLayer    0603R                        5170.255      3326.142      270      "SMD Resistor 10R 0603"                                                                                                                               
Q2         BSS138                          TopLayer    SOT-23                       2317.220      3941.581      90       "MOSFET, N-CH, 50V, 0.22A, SOT-23"                                                                                                                    
Q3         CSD17308Q3                      TopLayer    SONQ3A                       2474.356      3921.824      360      "MOSFET, N-CH, 30V, 47A, SON 3.3x3.3mm"                                                                                                               
U20        TVS3301DRBR                     TopLayer    DRB0008F                     2482.441      4180.698      360      "TVS3301 33-V Bidirectional Flat-Clamp Surge Protection Device"                                                                                       
C68        "10nF 50V"                      TopLayer    0402C                        2303.441      3728.329      180      "Ceramic, 10nF, ±10%, 50V, X7R, –55 to 125°C, 0402 (1005),RoHS, Automotive"                                                                           
C72        GRM31CR72A105KA01L              TopLayer    CAPC3216X180X55ML20T25       2493.441      4055.856      180      "Chip Capacitor, 1 uF, +/- 10%, 100 V, -55 to 125 degC, 1206 (3216 Metric), RoHS, Tape and Reel"                                                      
C74        GRM31CR72A105KA01L              TopLayer    CAPC3216X180X55ML20T25       2525.748      3508.328      180      "Chip Capacitor, 1 uF, +/- 10%, 100 V, -55 to 125 degC, 1206 (3216 Metric), RoHS, Tape and Reel"                                                      
U39.2      TPD2E007DCKR                    TopLayer    DCK0003A_N                   5461.614      4016.732      270      "ESD Protection Array for AC Signal Data Interface, 2 Channels, -40 to +85 degC, 3-pin SC70 (DCK), Green (RoHS & no Sb/Br)"                           
U39.1      TPD2E007DCKR                    TopLayer    DCK0003A_N                   4151.368      4218.504      270      "ESD Protection Array for AC Signal Data Interface, 2 Channels, -40 to +85 degC, 3-pin SC70 (DCK), Green (RoHS & no Sb/Br)"                           
U37        PSM712-LF-T7                    TopLayer    PRKT-SOT23-3_V               5245.079      4032.480      180      "TVS Array - Asymmetrical Data Line Protector, 600 W, 7.5 V, -55 to 150 degC, 3-Pin SOT23, RoHS, Tape and Reel"                                       
C146       "10µF 10V"                      TopLayer    0805C                        4987.470      2662.120      360      "Ceramic, 10µF, ±10%, 10V, X7R, –55 to 125°C, 0805 (2012),RoHS, Automotive"                                                                           
C144       "10µF 10V"                      TopLayer    0805C                        4979.922      3328.276      0        "Ceramic, 10µF, ±10%, 10V, X7R, –55 to 125°C, 0805 (2012),RoHS, Automotive"                                                                           
X16        "CONN MOD JACK 6P6C R/A UNSHLD" BottomLayer 95501-2661                   4873.661      4329.016      180      "Jack Modular Connector 6p6c (RJ9, RJ10, RJ22) 90° Angle (Right) Unshielded Cat3"                                                                     
